title,Award Number,year,creator
MECHANISTIC STUDIES OF HIV REVERSE TRANSCRIPTASE,F32AI008275,1992,"PELISKA, JAMES A;"
FC RECEPTORS: MECHANISMS OF HIV INFECTION OF MONOCYTES,F32AI008375,1991,"CONNOR, RUTH INGRID;"
MUTAGENESIS OF PROTEOLYTIC PROCESSING SITES OF HIV-1,F32AI008400,1991,"PETTIT, STEVE CLYDE;"
MUTAGENESIS OF PROTEOLYTIC PROCESSING SITES OF HIV-1,F32AI008400,1992,"PETTIT, STEVE CLYDE;"
REGULATION OF HIV EXPRESSION BY RNA MODIFYING/UNWINDING,F32AI008427,1991,"SHARMEEN, LAMIA;"
FORMATION OF VSV PSEUDOTYPES WITH HIV ENV PROTEIN,F32AI008527,1991,"OWENS, RANDALL J.;"
FORMATION OF VSV PSEUDOTYPES WITH HIV ENV PROTEIN,F32AI008527,1992,"OWENS, RANDALL J.;"
EFFECTS OF HIV-1 ANTIGENIC VARIATION ON CTL RECOGNITION,F32AI008542,1991,"KALAMS, SPYROS A;"
EFFECTS OF HIV-1 ANTIGENIC VARIATION ON CTL RECOGNITION,F32AI008542,1992,"KALAMS, SPYROS A;"
EFFECTS OF HIV-1 ANTIGENIC VARIATION ON CTL RECOGNITION,F32AI008542,1993,"KALAMS, SPYROS A;"
CHIMERIC GLYCOPROTEINS OF HIV AND OTHER RETROVIRUSES,F32AI008549,1991,"GALLAHER, WILLIAM R.;"
CHARACTERIZATION OF CRS ELEMENTS IN HIV-1 MRNAS,F32AI008587,1991,"DEMINIE, CAROL A;"
CHARACTERIZATION OF CRS ELEMENTS IN HIV-1 MRNAS,F32AI008587,1993,"DEMINIE, CAROL A;"
CRS ELEMENTS IN HIV-1 MRNAS,F32AI008587,1994,"DEMINIE, CAROL A;"
STRUCTURE AND INTERACTIONS OF HIV TAT,F32AI008591,1991,"CHEN, LILY;"
STRUCTURE AND INTERACTIONS OF HIV TAT,F32AI008591,1993,"CHEN, LILY;"
STRUCTURE AND INTERACTIONS OF HIV TAT,F32AI008591,1994,"CHEN, LILY;"
ANALYSIS OF HIV-1 CHROMATIN STRUCTURE FOLLOWING CELLULAR,F32AI008598,1992,"WU, BETTY B.;"
ANALYSIS OF HIV-1 CHROMATIN STRUCTURE FOLLOWING CELLULAR,F32AI008598,1993,"WU, BETTY B.;"
VIRAL AND CELLULAR FACTORS INVOLVED IN HIV 1 ENTRY,F32AI008625,1991,"AIKEN, CHRISTOPHER R;"
VIRAL AND CELLULAR FACTORS INVOLVED IN HIV 1 ENTRY,F32AI008625,1992,"AIKEN, CHRISTOPHER R;"
VIRAL AND CELLULAR FACTORS INVOLVED IN HIV 1 ENTRY,F32AI008625,1993,"AIKEN, CHRISTOPHER R;"
IDENTIFICATION OF HIV-1 TAT AND TAR BINDING PROTEINS,F32AI008663,1992,"HERRMANN, CHRISTINE;"
IDENTIFICATION OF HIV 1 TAT AND TAR BINDING PROTEINS,F32AI008663,1994,"HERRMANN, CHRISTINE;"
SECOND SITE REVERTANTS IN THE HIV PROTEINASE,F32AI008696,1992,"MICHAEL, SCOTT F;"
SECOND SITE REVERTANTS IN THE HIV PROTEINASE,F32AI008696,1993,"MICHAEL, SCOTT F;"
IMMUNOLOGICAL AND STRUCTURAL STUDIES OF HRV/HIV CHIMERAS,F32AI008732,1993,"SMITH, ALLEN D;"
IMMUNOLOGICAL AND STRUCTURAL STUDIES OF HRV/HIV CHIMERAS,F32AI008732,1994,"SMITH, ALLEN D;"
IMMUNOLOGICAL AND STRUCTURAL STUDIES OF HRV/HIV CHIMERAS,F32AI008732,1995,"SMITH, ALLEN D;"
FELINE/FIV AS A MODEL FOR PERINATAL TRANSMISSION OF HIV,F32AI008762,1993,"SELLON, RANCE K;"
RESISTANCE OF HIV-1 TO ANTI-RETROVIRAL AGENTS,F32AI008764,1992,"CAMPBELL, THOMAS B.;"
FUNCTION-CHARACTERIZATION/HIV-1 REVERSE TRANSCRIPTASE,F32AI008854,1993,"WEST, ANTHONY B.;"
FUNCTIONAL AND CHARACTERIZATION OF HIV-1 REVERSE TRANS,F32AI008854,1994,"WEST, ANTHONY B.;"
FUNCTIONAL AND CHARACTERIZATION OF HIV-1 REVERSE TRANS,F32AI008854,1995,"WEST, ANTHONY B.;"
MECHANISM OF THE HIV PREINTEGRATION COMPLEX,F32AI009068,1994,"MILLER, MICHAEL E.;"
MECHANISM OF THE HIV PREINTEGRATION COMPLEX,F32AI009068,1995,"MILLER, MICHAEL D;"
MECHANISM OF THE HIV PREINTEGRATION COMPLEX,F32AI009068,1996,"MILLER, MICHAEL D;"
PROBING THE STRUCTURE AND FUNCTION OF THE HIV 1 PROTEASE,F32AI009136,1994,"ROMESBERG, FLOYD E;"
PROBING THE STRUCTURE AND FUNCTION OF THE HIV 1 PROTEASE,F32AI009136,1995,"ROMESBERG, FLOYD E;"
PROBING THE STRUCTURE AND FUNCTION OF THE HIV 1 PROTEASE,F32AI009136,1996,"ROMESBERG, FLOYD E;"
PROBING THE STRUCTURE AND FUNCTION OF THE HIV 1 PROTEASE,F32AI009136,1997,"ROMESBERG, FLOYD E;"
IN VITRO REPLICATION OF AN HIV DNA INTERMEDIATE,F32AI009171,1995,"BURNETT, BRUCE P;"
IN VITRO REPLICATION OF AN HIV DNA INTERMEDIATE,F32AI009171,1996,"BURNETT, BRUCE P;"
IMMUNOPATHOGENESIS OF TRANSMUCOSAL FIV INFECTION,F32AI009230,1997,"BURKHARD, MARY J;"
NF/AT AND HIV 1 ENHANCER ACTIVATION,F32AI009266,1995,"CLAUSELL, ADRIAN;"
NF/AT AND HIV 1 ENHANCER ACTIVATION,F32AI009266,1996,"CLAUSELL, ADRIAN;"
INHIBITION OF HIV-1 BY CYTOTOXIC T LYMPHOCYTES,F32AI009270,1995,"YANG, OTTO O;"
INHIBITION OF HIV-1 BY CYTOTOXIC T LYMPHOCYTES,F32AI009270,1996,"YANG, OTTO O;"
INHIBITOR RESISTANCE IN HIV-1 PROTEASE,F32AI009308,1995,"SHAO, WEIL;"
TRANSCRIPTIONAL REGULATION IN MYOBACTERIOPHAGE L5,F32AI009317,1995,"BROWN, KELLY L;"
TRANSCRIPTIONAL REGULATION IN MYOBACTERIOPHAGE L5,F32AI009317,1997,"BROWN, KELLY L;"
CAT RIBOZYMES AND STRONG RNA LIGANDS TO HIV-RT,F32AI009361,1995,"BURKE, DONALD H;"
CAT RIBOZYMES AND STRONG RNA LIGANDS TO HIV-RT,F32AI009361,1996,"BURKE, DONALD H;"
CTL RECOGNITION IN HIV INFECTION,F32AI009375,1996,"THRELKELD, STEPHEN C;"
IN VITRO AFFINITY MATURATION OF HUMAN ANTIBODIES,F32AI009397,1997,"WIDHOPF, JENNIFER S;"
IN VITRO AFFINITY MATURATION OF HUMAN ANTIBODIES,F32AI009397,1998,"WIDHOPF, JENNIFER S;"
INTERACTION OF HIV1 VPR AND THE HOST CELL,F32AI009458,1998,"VODICKA, MARIE A;"
INTERACTION OF HIV1 VPR AND THE HOST CELL,F32AI009458,1999,"VODICKA, MARIE A;"
ANTIINTEGRASE SFV INTRABODIES FOR HIV GENE THERAPY,F32AI009504,1996,"PUMPHREY, CARLA Y;"
ANTIINTEGRASE SFV INTRABODIES FOR HIV GENE THERAPY,F32AI009504,1997,"PUMPHREY, CARLA Y;"
ANTIINTEGRASE SFV INTRABODIES FOR HIV GENE THERAPY,F32AI009504,1999,"PUMPHREY, CARLA Y;"
RIBOZYMES AS MOLECULAR THERAPIES FOR AIDS,F32AI009506,1996,"MCDONALD, CHERYL K;"
RIBOZYMES AS MOLECULAR THERAPIES FOR AIDS,F32AI009506,1997,"MCDONALD, CHERYL K;"
PROLINE RICH MOTIFS IN HIV NEF BINDING,F32AI009537,1996,"XU, RONG;"
PROLINE RICH MOTIFS IN HIV NEF BINDING,F32AI009537,1998,"XU, RONG;"
PROLINE RICH MOTIFS IN HIV NEF BINDING,F32AI009537,1999,"XU, RONG;"
HIV REVERSE TRANSCRIPTASE WITH RNA/DNA DUPLEXES,F32AI009578,1996,"SARAFIANOS, STEFANOS;"
HIV REVERSE TRANSCRIPTASE WITH RNA/DNA DUPLEXES,F32AI009578,1997,"SARAFIANOS, STEFANOS;"
HIV REVERSE TRANSCRIPTASE WITH RNA/DNA DUPLEXES,F32AI009578,1998,"SARAFIANOS, STEFANOS;"
T CELL RECOGNITION OF BACTERIAL SUPERANTIGENS,F32AI009585,1997,"BROUSSARD, DANA R;"
REGULATION OF NEF FUNCTION,F32AI009591,1997,"LUO, TIANCI;"
CYTOKINE REGULATION DURING HIV INFECTION,F32AI009627,1997,"MARSHALL, JASON D;"
CYTOKINE REGULATION DURING HIV INFECTION,F32AI009627,1998,"MARSHALL, JASON D;"
STATISTICAL METHODS FOR ANALYSES OF HIV VACCINE TRIALS,F32AI009659,1996,"HOERING, ANTJE;"
STATISTICAL METHODS FOR ANALYSES OF HIV VACCINE TRIALS,F32AI009659,1997,"HOERING, ANTJE;"
STATISTICAL METHODS FOR ANALYSES OF HIV VACCINE TRIALS,F32AI009659,1998,"HOERING, ANTJE;"
ZIDOVUDINE/LAMIVUDINE DUAL RESISTANCE IN HIV-1 ISOLATES,F32AI009676,1996,"GASS, REBEKAH J;"
CELLULAR IMMUNITY IN HIV-1 AND HIV-2 INFECTIONS,F32AI009677,1996,"CAO, HUYEN L;"
CELLULAR IMMUNITY IN HIV-1 AND HIV-2 INFECTIONS,F32AI009677,1997,"CAO, HUYEN L;"
STRUCTURE/FUNCTION STUDIES OF HIV-1 RT,F32AI009693,1996,"PATA, JANICE D;"
STRUCTURE/FUNCTION STUDIES OF HIV-1 RT,F32AI009693,1998,"PATA, JANICE D;"
STRUCTURE/FUNCTION STUDIES OF HIV-1 RT,F32AI009693,1999,"PATA, JANICE D;"
HIV-1 GAG/CYCLOPHILIN A COMPLEX STRUCTURE AND FUNCTION,F32AI009708,1996,"STEMMLER, TIMOTHY LOUIS;"
HIV-1 GAG/CYCLOPHILIN A COMPLEX STRUCTURE AND FUNCTION,F32AI009708,1997,"STEMMLER, TIMOTHY LOUIS;"
HIV-1 GAG/CYCLOPHILIN A COMPLEX STRUCTURE AND FUNCTION,F32AI009708,1998,"STEMMLER, TIMOTHY LOUIS;"
LAB ADAPTATION IN HIV-1,F32AI009735,1996,"PLATT, EMILY J;"
LAB ADAPTATION IN HIV-1,F32AI009735,1997,"PLATT, EMILY J;"
LAB ADAPTATION IN HIV-1,F32AI009735,1998,"PLATT, EMILY J;"
EXPANSION AND CHARACTERIZATION OF HIV SPECIFIC CD4 CELLS,F32AI009738,1996,"ROSENBERG, ERIC S;"
EXPANSION AND CHARACTERIZATION OF HIV SPECIFIC CD4 CELLS,F32AI009738,1997,"ROSENBERG, ERIC S;"
DO HIV-1 GENE PRODUCTS PREVENT T CELL APOPTOSIS,F32AI009740,1996,"CASELLA, CAROLYN R;"
DO HIV-1 GENE PRODUCTS PREVENT T CELL APOPTOSIS,F32AI009740,1997,"CASELLA, CAROLYN R;"
DETECTION AND SIGNIFICANCE OF SI VARIANTS OF HIV,F32AI009749,1998,"NELSON, JULIE A;"
MOLECULAR DETERMINANTS OF HIV TROPISM,F32AI009792,1998,"PONTOW, SUZANNE;"
MOLECULAR DETERMINANTS OF HIV TROPISM,F32AI009792,1999,"PONTOW, SUZANNE;"
SPECIFIC TAR TARGETED ANTIHIV AGENTS,F32AI009802,1997,"LI, KE;"
SPECIFIC TAR TARGETED ANTIHIV AGENTS,F32AI009802,1998,"LI, KE;"
HIV CTL IN PROGRESSIVE AND NON-PROGRESSIVE INFECTION,F32AI009822,1997,"HAY, CHRISTINE M;"
SYNTHETIC APPROACH TO COMPLESTATIN,F32AI009858,1997,"RICHARDSON, TIMOTHY I;"
SYNTHETIC APPROACH TO COMPLESTATIN,F32AI009858,1998,"RICHARDSON, TIMOTHY I;"
STRUCTURE OF HIV CAPSID PROTEIN AS ANTIVIRAL TARGET,F32AI009878,1997,"KOVARI, LADISLAU CHRISTOPHER;"
IN VITRO CHARACTERIZATION OF HIV1 SPECIFIC CTL,F32AI009909,1997,"SEVERINO, MICHAEL E;"
NUCLEAR TARGETING OF THE ASV PREINTEGRATION COMPLEX,F32AI009924,1997,"SAUTER, MONICA M;"
NUCLEAR TARGETING OF THE ASV PREINTEGRATION COMPLEX,F32AI009924,1999,"SAUTER, MONICA M;"
SHIV MODEL FOR ACUTE CD4+ CELL DEPLETION IN VIVO,F32AI009958,1997,"ETEMAD-MOGHADAM, BIJAN A;"
SHIV MODEL FOR ACUTE CD4+ CELL DEPLETION IN VIVO,F32AI009958,1998,"ETEMAD-MOGHADAM, BIJAN A;"
MOLECULAR CHARACTERIZATION OF THE SIV CORECEPTOR CCR-5,F32AI009961,1997,"MARTIN, KATHLEEN A;"
IDENTIFICATION AND CHARACTERIZATION OF CMV1,F32AI009983,1997,"BROWN, MICHAEL G;"
IDENTIFICATION AND CHARACTERIZATION OF CMV1,F32AI009983,1998,"BROWN, MICHAEL G;"
IDENTIFICATION AND CHARACTERIZATION OF CMV1,F32AI009983,1999,"BROWN, MICHAEL G;"
DOMINANT NEGATIVE INHIBITION OF HIV PROTEASE,F32AI009994,1998,"TODD, STEPHEN;"
DOMINANT NEGATIVE INHIBITION OF HIV PROTEASE,F32AI009994,2000,"TODD, STEPHEN;"
USING HIV TO DELINEATE NUCLEAR TRANSPORT PATHWAYS,F32AI009996,1998,"JENKINS, YONCHU;"
USING HIV TO DELINEATE NUCLEAR TRANSPORT PATHWAYS,F32AI009996,1999,"JENKINS, YONCHU;"
USING HIV TO DELINEATE NUCLEAR TRANSPORT PATHWAYS,F32AI009996,2000,"JENKINS, YONCHU;"
REDUCTION OF HIV ADHERENCE TO RECTAL EPITHELIUM BY IGA,F32AI010009,1998,"MANTIS, NICHOLAS J;"
REDUCTION OF HIV ADHERENCE TO RECTAL EPITHELIUM BY IGA,F32AI010009,1999,"MANTIS, NICHOLAS J;"
CYTOTOXIC T CELL RESPONSE AGAINST MYCOBACTERIUM AVIUM,F32AI010026,1998,"D'ORAZIO, SARAH E. F.;"
CYTOTOXIC T CELL RESPONSE AGAINST MYCOBACTERIUM AVIUM,F32AI010026,1999,"D'ORAZIO, SARAH E. F.;"
N GENE PRODUCT AND TMV RESISTANCE,F32AI010135,1998,"ERICKSON, FLOYD L;"
N GENE PRODUCT AND TMV RESISTANCE,F32AI010135,1999,"ERICKSON, FLOYD L;"
MUTATION RATES OF DRUG RESISTANT HIV1 VARIANTS,F32AI010139,1998,"SMITH, ROBERT A;"
MUTATION RATES OF DRUG RESISTANT HIV1 VARIANTS,F32AI010139,1999,"SMITH, ROBERT A;"
MUTATION RATES OF DRUG RESISTANT HIV1 VARIANTS,F32AI010139,2000,"SMITH, ROBERT A;"
LATENCY &CELL DISTRIBUTION OF VIRUS IN HIV1 INFECTION,F32AI010140,1998,"BLANKSON, JOEL N;"
LATENCY &CELL DISTRIBUTION OF VIRUS IN HIV1 INFECTION,F32AI010140,1999,"BLANKSON, JOEL N;"
LATENCY &CELL DISTRIBUTION OF VIRUS IN HIV1 INFECTION,F32AI010140,2000,"BLANKSON, JOEL N;"
STRUCTURE/FUNCTION OF HIV PREINTEGRATION COMPLEXES,F32AI010165,1998,"JOHNSON, ERIK P;"
STRUCTURE/FUNCTION OF HIV PREINTEGRATION COMPLEXES,F32AI010165,2000,"JOHNSON, ERIK P;"
STRUCTURE/FUNCTION OF HIV PREINTEGRATION COMPLEXES,F32AI010165,2001,"JOHNSON, ERIK P;"
SYNTHESIS AND STEREOCHEMICAL INVESTIGATIONS OF QS-21A,F32AI010189,1998,"BRANDES, BRIDGET D;"
SYNTHESIS AND STEREOCHEMICAL INVESTIGATIONS OF QS-21A,F32AI010189,1999,"BRANDES, BRIDGET D;"
PATHOGENESIS OF A CCR2B TROPIC R SIV-RCM IN MACAQUES,F32AI010256,1999,"CHEN, ZHIWEI;"
PATHOGENESIS OF A CCR2B TROPIC R SIV-RCM IN MACAQUES,F32AI010256,2000,"CHEN, ZHIWEI;"
PATHOGENESIS OF A CCR2B TROPIC R SIV-RCM IN MACAQUES,F32AI010256,2001,"CHEN, ZHIWEI;"
ACTA AND THE ACTIN BASED MOBILITY OF LISTERIA,F32AI010283,1998,"DECATUR, AMY L;"
ACTA AND THE ACTIN BASED MOBILITY OF LISTERIA,F32AI010283,1999,"DECATUR, AMY L;"
ACTA AND THE ACTIN BASED MOBILITY OF LISTERIA,F32AI010283,2000,"DECATUR, AMY L;"
INDUCTION OF XENOGRAFT TOLERANCE VIA THYMIC TRANSPLANTS,F32AI010306,1999,"GLEIT, ZACHARY L;"
INDUCTION OF XENOGRAFT TOLERANCE VIA THYMIC TRANSPLANTS,F32AI010306,2000,"GLEIT, ZACHARY L;"
FUNCTIONS OF THE INFLUENZA C VIRUS CM2 AND P31 PROTEINS,F32AI010382,1999,"PEKOSZ, ANDREW S.;"
STRUCTURE BASED DESIGN OF NEW HIV 1 INTEGRASE INHIBITORS,F32AI010416,1999,"BRAMELD, KENNETH A;"
CHARACTERIZATION OF HUMAN CYTOMEGALOVIRUS VIRION RNA,F32AI010448,2000,"BRESNAHAN, WADE A;"
CHARACTERIZATION OF HUMAN CYTOMEGALOVIRUS VIRION RNA,F32AI010448,2001,"BRESNAHAN, WADE A;"
INTERACTION OF CELLULAR HOST FACTORS WITH HIV VIF,F32AI010460,2000,"SHEEHY, ANN M;"
INTERACTION OF CELLULAR HOST FACTORS WITH HIV VIF,F32AI010460,2001,"SHEEHY, ANN M;"
INTERACTION OF CELLULAR HOST FACTORS WITH HIV VIF,F32AI010460,2002,"SHEEHY, ANN M;"
SINGLE MOLECULE SPECTROSCOPY OF HIV NC/TRNA/RNA GENOME,F32AI010463,2000,"HARBRON, ELIZABETH J;"
SINGLE MOLECULE SPECTROSCOPY OF HIV NC/TRNA/RNA GENOME,F32AI010463,2001,"HARBRON, ELIZABETH J;"
SINGLE MOLECULE SPECTROSCOPY OF HIV NC/TRNA/RNA GENOME,F32AI010463,2002,"HARBRON, ELIZABETH J;"
MUCOSAL TRANSMISSION OF SINGLE-CYCLE SIV RECOMBINANTS,F32AI010464,2000,"EVANS, DAVID T;"
MUCOSAL TRANSMISSION OF SINGLE-CYCLE SIV RECOMBINANTS,F32AI010464,2001,"EVANS, DAVID T;"
MUCOSAL TRANSMISSION OF SINGLE-CYCLE SIV RECOMBINANTS,F32AI010464,2002,"EVANS, DAVID T;"
GENETIC ANALYSIS OF BRADYZOITE DEVELOPMENT IN TOXOPLASMA,F32AI010478,2000,"BLADER, IRA J;"
GENETIC ANALYSIS OF BRADYZOITE DEVELOPMENT IN TOXOPLASMA,F32AI010478,2001,"BLADER, IRA J;"
THE APICOPLAST--A TARGET FOR PARASITICIDAL CHEMOTHERAPY,F32AI010482,2000,"CRAWFORD, MICHAEL J;"
THE APICOPLAST--A TARGET FOR PARASITICIDAL CHEMOTHERAPY,F32AI010482,2001,"CRAWFORD, MICHAEL J;"
THE APICOPLAST--A TARGET FOR PARASITICIDAL CHEMOTHERAPY,F32AI010482,2002,"CRAWFORD, MICHAEL J;"
TRANSCRIPTIONAL REGULATION OF DRUG RESISTANCE IN CANDIDA,F32AI010497,2000,"HARRY, BETH J;"
TRANSCRIPTIONAL REGULATION OF DRUG RESISTANCE IN CANDIDA,F32AI010497,2001,"HARRY, BETH J;"
ALTERED GENE EXPRESSION IN FIV INFECTED BRAIN,F32AI010505,2000,"BUCK, WAYNE R;"
INDUCTION OF CD4+ TH1 RESPONSES TO AN EQUINE LENTIVIRUS,F32AI010528,2000,"FRASER, DARRILYN G;"
INDUCTION OF CD4+ TH1 RESPONSES TO AN EQUINE LENTIVIRUS,F32AI010528,2001,"FRASER, DARRILYN G;"
MUTATIONS IN P6GAG THAT ALTERNATE AIDS PATHOGENESIS,F32AI010566,2000,"PIKORA, CHERYL A;"
MUTATIONS IN P6GAG THAT ALTERNATE AIDS PATHOGENESIS,F32AI010566,2001,"PIKORA, CHERYL A;"
GENETIC VARIABILITY OF HIV-1,F32AI010578,2000,"MURATA, YOSHIHIKO;"
GENETIC VARIABILITY OF HIV-1,F32AI010578,2001,"MURATA, YOSHIHIKO;"
GENETIC VARIABILITY OF HIV-1,F32AI010578,2002,"MURATA, YOSHIHIKO;"
Regulation of T Lineage Development,F32AI010600,2001,"DOTY, RAYMOND T;"
Regulation of T Lineage Development,F32AI010600,2002,"DOTY, RAYMOND T;"
"ANALYSIS OF MODULES 1, 2, AND 6 OF THE COMPLESATIN NRPS",F32AI010620,2000,"THOMAS, MICHAEL G;"
"ANALYSIS OF MODULES 1, 2, AND 6 OF THE COMPLESATIN NRPS",F32AI010620,2002,"THOMAS, MICHAEL G;"
Mechanisms Underlying Sam68 Enhancement of CTE Function,F32AI010630,2001,"COYLE, JOHN H;"
Mechanisms Underlying Sam68 Enhancement of CTE Function,F32AI010630,2002,"COYLE, JOHN H;"
Mechanisms Underlying Sam68 Enhancement of CTE Function,F32AI010630,2003,"COYLE, JOHN H;"
VIRAL LATENCY IN SHIV-INFECTED MACAQUES,F32AI010657,2000,"SILVERSTEIN, PETER S;"
IMPROVING DELIVERY OF HIV-1 PROTEASE INHIBITORS,F32AI010657,2002,"SILVERSTEIN, PETER S;"
IMPROVING DELIVERY OF HIV-1 PROTEASE INHIBITORS,F32AI010657,2003,"SILVERSTEIN, PETER S;"
CELLULAR FACTORS INVOLVED IN THE ASSEMBLY OF HIV-1,F32AI010664,2000,"CHEN, BENJAMIN K;"
CELLULAR FACTORS INVOLVED IN THE ASSEMBLY OF HIV-1,F32AI010664,2002,"CHEN, BENJAMIN K;"
CELLULAR FACTORS INVOLVED IN THE ASSEMBLY OF HIV-1,F32AI010664,2003,"CHEN, BENJAMIN K;"
CELLULAR INTERACTIONS OF HIV-2 VPX,F32AI049655,2001,"BELSHAN, MICHAEL A;"
CELLULAR INTERACTIONS OF HIV-2 VPX,F32AI049655,2002,"BELSHAN, MICHAEL A;"
Free Energy Analysis of HIV-1 Protease Resistance,F32AI049673,2001,"PRICE, DANIEL J;"
Free Energy Analysis of HIV-1 Protease Resistance,F32AI049673,2002,"PRICE, DANIEL J;"
Structural Studies of Virus Assembly &DNA Packaging,F32AI049683,2001,"MORAIS, MARC;"
Structural Studies of Virus Assembly &DNA Packaging,F32AI049683,2003,"MORAIS, MARC;"
Structural Studies of Virus Assembly &DNA Packaging,F32AI049683,2004,"MORAIS, MARC;"
Chemokine Receptor Localization in Lipid Rafts for HIV1,F32AI050381,2001,"THOMAS, TRACEY W;"
Chemokine Receptor Localization in Lipid Rafts for HIV1,F32AI050381,2002,"THOMAS, TRACEY W;"
HIV Reverse Transcriptase Structures with DNA and PMPA,F32AI050382,2001,"TUSKE, STEVEN J;"
HIV Reverse Transcriptase Structures with DNA and PMPA,F32AI050382,2002,"TUSKE, STEVEN J;"
HIV Reverse Transcriptase Structures with DNA and PMPA,F32AI050382,2003,"TUSKE, STEVEN J;"
Role of PKCtheta in CD3/28-stimulated HIV-1 replication,F32AI051909,2002,"SEDWICK, CAITLIN E;"
Role of PKCtheta in CD3/28-stimulated HIV-1 replication,F32AI051909,2003,"SEDWICK, CAITLIN E;"
Role of PKCtheta in CD3/28-stimulated HIV-1 replication,F32AI051909,2004,"SEDWICK, CAITLIN E;"
Development of inhibitors of HIV membrane fusion,F32AI052859,2002,"FREY, GARY H;"
Development of inhibitors of HIV membrane fusion,F32AI052859,2003,"FREY, GARY H;"
Mechanisms of HIV-1-Specific CD4+ T Cell Dysfunction,F32AI053941,2003,"PALMER, BRENT E;"
Mechanisms of HIV-1-Specific CD4+ T Cell Dysfunction,F32AI053941,2004,"PALMER, BRENT E;"
Functional Analysis of a Non-Coding HCMV RNA,F32AI054034,2003,"KULESZA, CAROLINE A;"
Functional Analysis of a Non-Coding HCMV RNA,F32AI054034,2004,"KULESZA, CAROLINE A;"
Functional Analysis of a Non-Coding HCMV RNA,F32AI054034,2005,"KULESZA, CAROLINE A;"
TNT: Targeting and Triggering Adjuvancy of DNA Vaccines,F32AI054152,2003,"KUTZLER, MICHELE AILEEN;"
TNT: Targeting and Triggering Adjuvancy of DNA Vaccines,F32AI054152,2004,"KUTZLER, MICHELE AILEEN;"
TNT: Targeting and Triggering Adjuvancy of DNA Vaccines,F32AI054152,2005,"KUTZLER, MICHELE AILEEN;"
Adenovirus Vectors for Optimizing an HIV Vaccine,F32AI055153,2004,"THORNER, ANNA R;"
Adenovirus Vectors for Optimizing an HIV Vaccine,F32AI055153,2005,"THORNER, ANNA R;"
Low-level HIV Viremia: Clinical and Evolutionary Impact,F32AI056696,2003,"NETTLES, RICHARD E;"
Determinants of HIV-1 Fusion Inhibitor Sensitivity,F32AI056832,2003,"HEIL, MARINTHA L;"
NOVEL NUCLEAR IMPORT MECHANISMS OF HIV-1 TAT AND VPR,F32AI056835,2003,"CONYERS, GARY B;"
NOVEL NUCLEAR IMPORT MECHANISMS OF HIV-1 TAT AND VPR,F32AI056835,2003,"CONYERS, GARY B;"
Gene Expression in CD4+ T Cells by Lentiviral Vectors,F32AI056894,2004,"SHAW, KIT L;"
Gene Expression in CD4+ T Cells by Lentiviral Vectors,F32AI056894,2005,"SHAW, KIT L;"
Gene Expression in CD4+ T Cells by Lentiviral Vectors,F32AI056894,2006,"SHAW, KIT L;"
C3d Enhancement of Neutralizing Antibodies to sgp140,F32AI057630,2003,"BOWER, JOSEPH F;"
C3d Enhancement of Neutralizing Antibodies to sgp140,F32AI057630,2004,"BOWER, JOSEPH F;"
Transcriptional regulation by protein kinase CDC2L5,F32AI058400,2004,"YIK, JASPER H.N.;"
Transcriptional regulation by protein kinase CDC2L5,F32AI058400,2005,"YIK, JASPER H.N.;"
Transcriptional regulation by protein kinase CDC2L5,F32AI058400,2006,"YIK, JASPER H.N.;"
The T cell response to rapidly evolving HIV antigens,F32AI058457,2004,"KAVANAGH, DANIEL GARRETT;"
The T cell response to rapidly evolving HIV antigens,F32AI058457,2005,"KAVANAGH, DANIEL GARRETT;"
The T cell response to rapidly evolving HIV antigens,F32AI058457,2006,"KAVANAGH, DANIEL GARRETT;"
Nef-mediated Pak2 Activation,F32AI058541,2004,"ISLAS, ALEXA;"
Nef-mediated Pak2 Activation,F32AI058541,2005,"ISLAS, ALEXA;"
Nef-mediated Pak2 Activation,F32AI058541,2006,"ISLAS, ALEXA;"
Solvent Modeling for HIV RT Drug Design,F32AI060300,2004,"HIMMEL, DANIEL M;"
Solvent Modeling for HIV RT Drug Design,F32AI060300,2005,"HIMMEL, DANIEL M;"
Solvent Modeling for HIV RT Drug Design,F32AI060300,2006,"HIMMEL, DANIEL M;"
NOT1 in stress tolerance of Cryptococcus neoformans,F32AI062124,2004,"PANEPINTO, JOHN C;"
NOT1 in stress tolerance of Cryptococcus neoformans,F32AI062124,2005,"PANEPINTO, JOHN C;"
Mechanism of HIV-1 Escape from a CCR5-specific Inhibitor,F32AI062664,2004,"KUHMANN, SHAWN EDWARD;"
Dendritic Cell Mediated Potentiation of HIV Infection,F32AI063975,2005,"VANCOMPERNOLLE, SCOTT E;"
Dendritic Cell Mediated Potentiation of HIV Infection,F32AI063975,2006,"VANCOMPERNOLLE, SCOTT E;"
HIV Vaccines via 2G12 Carbohydrate Epitope Mimicry,F32AI063976,2005,"KRAUSS, ISAAC JONATHAN;"
HIV Vaccines via 2G12 Carbohydrate Epitope Mimicry,F32AI063976,2006,"KRAUSS, ISAAC JONATHAN;"
HIV Vaccines via 2G12 Carbohydrate Epitope Mimicry,F32AI063976,2007,"KRAUSS, ISAAC JONATHAN;"
The role of HECT ubiquitin ligases in viral egress.,F32AI065094,2006,"EASTMAN, SCOTT W;"
The role of HECT ubiquitin ligases in viral egress.,F32AI065094,2007,"EASTMAN, SCOTT W;"
